sample_id,sample_name,biosample,sample_description,latitude,longitude,geolocation,biome,biome_feature,biome_material,assembly_run_ids,study_id
ERS2758598,TG.INF_W56.READ2 Taxonomy ID:256318,SAMEA4939815,TG.INF_W56.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814663,MGYS00005056
ERS2758599,MN.INF_W54.READ2 Taxonomy ID:256318,SAMEA4939816,MN.INF_W54.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814664,MGYS00005056
ERS2758600,BE.INF_W70.READ2 Taxonomy ID:256318,SAMEA4939817,BE.INF_W70.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814665,MGYS00005056
ERS2758601,BE.INF_W70.READ1 Taxonomy ID:256318,SAMEA4939818,BE.INF_W70.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814666,MGYS00005056
ERS2758602,TE.INF_W58.READ1 Taxonomy ID:256318,SAMEA4939819,TE.INF_W58.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814667,MGYS00005056
ERS2758603,EM.INF_W52.READ1 Taxonomy ID:256318,SAMEA4939820,EM.INF_W52.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2814668,MGYS00005056
ERS2967391,TG.EFF_W57.READ2 Taxonomy ID:256318,SAMEA5159662,TG.EFF_W57.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985255,MGYS00005058
ERS2967392,MN.EFF_W55.READ2 Taxonomy ID:256318,SAMEA5159663,MN.EFF_W55.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985256,MGYS00005058
ERS2967393,AH.EFF_W75.READ1 Taxonomy ID:256318,SAMEA5159664,AH.EFF_W75.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985257,MGYS00005058
ERS2967394,TE.EFF_W59.READ1 Taxonomy ID:256318,SAMEA5159665,TE.EFF_W59.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985258,MGYS00005058
ERS2967395,FD.EFF_W65.READ1 Taxonomy ID:256318,SAMEA5159666,FD.EFF_W65.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985259,MGYS00005058
ERS2967396,AD.EFF_W67.READ1 Taxonomy ID:256318,SAMEA5159667,AD.EFF_W67.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985260,MGYS00005058
ERS2967397,EM.EFF_W53.READ2 Taxonomy ID:256318,SAMEA5159669,EM.EFF_W53.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985261,MGYS00005058
ERS2967398,MN.EFF_W55.READ1 Taxonomy ID:256318,SAMEA5159670,MN.EFF_W55.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985262,MGYS00005058
ERS2967399,ZR.EFF_W63.READ2 Taxonomy ID:256318,SAMEA5159671,ZR.EFF_W63.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985263,MGYS00005058
ERS2967400,FD.EFF_W65.READ2 Taxonomy ID:256318,SAMEA5159672,FD.EFF_W65.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985264,MGYS00005058
ERS2967401,AD.EFF_W67.READ2 Taxonomy ID:256318,SAMEA5159673,AD.EFF_W67.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985265,MGYS00005058
ERS2967402,ZR.EFF_W63.READ1 Taxonomy ID:256318,SAMEA5159674,ZR.EFF_W63.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985266,MGYS00005058
ERS2967403,WT.EFF_W61.READ2 Taxonomy ID:256318,SAMEA5159675,WT.EFF_W61.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985267,MGYS00005058
ERS2967404,TG.EFF_W57.READ1 Taxonomy ID:256318,SAMEA5159676,TG.EFF_W57.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985268,MGYS00005058
ERS2967405,TU.EFF_W69.READ2 Taxonomy ID:256318,SAMEA5159677,TU.EFF_W69.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985269,MGYS00005058
ERS2967406,AH.EFF_W75.READ2 Taxonomy ID:256318,SAMEA5159678,AH.EFF_W75.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985270,MGYS00005058
ERS2967407,TE.EFF_W59.READ2 Taxonomy ID:256318,SAMEA5159679,TE.EFF_W59.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985271,MGYS00005058
ERS2967408,BE.EFF_W71.READ1 Taxonomy ID:256318,SAMEA5159680,BE.EFF_W71.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985272,MGYS00005058
ERS2967409,BE.EFF_W71.READ2 Taxonomy ID:256318,SAMEA5159681,BE.EFF_W71.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985273,MGYS00005058
ERS2967410,WT.EFF_W61.READ1 Taxonomy ID:256318,SAMEA5159682,WT.EFF_W61.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985274,MGYS00005058
ERS2967411,FR.EFF_W73.READ2 Taxonomy ID:256318,SAMEA5159683,FR.EFF_W73.READ2 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985275,MGYS00005058
ERS2967412,EM.EFF_W53.READ1 Taxonomy ID:256318,SAMEA5159684,EM.EFF_W53.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985276,MGYS00005058
ERS2967413,TU.EFF_W69.READ1 Taxonomy ID:256318,SAMEA5159685,TU.EFF_W69.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985277,MGYS00005058
ERS2967414,FR.EFF_W73.READ1 Taxonomy ID:256318,SAMEA5159686,FR.EFF_W73.READ1 Taxonomy ID:256318,46.8182,8.2275,Switzerland,aquatic biome,wastewater treatment plant,water,ERR2985278,MGYS00005058
ERS666855,DNA1,SAMEA3270999,DNA1,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770579,MGYS00001382
ERS666856,DNA2,SAMEA3271000,DNA2,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770580,MGYS00001382
ERS666857,DNA3,SAMEA3271001,DNA3,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770581,MGYS00001382
ERS666858,RNA1,SAMEA3271002,RNA1,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770582,MGYS00001382
ERS666859,RNA2,SAMEA3271003,RNA2,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770583,MGYS00001382
ERS666860,RNA3,SAMEA3271004,RNA3,57.0495,9.8648,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR770584,MGYS00001382
ERS223627,palm oil mill effluent (POME) metagenome,SAMEA2163750,palm oil mill effluent (POME) metagenome,2.0,101.0,Malaysia,palm oil mill effluent,closed biodigester,sludge,ERR276848,MGYS00001389
ERS918710,Activated sludge samples taken from Kocejve WWTP on the 24th of september 2012,SAMEA3611561,Activated sludge samples taken from Kocejve WWTP on the 24th of september 2012,45.643,14.8619,Slovenia,Urban,Wastewater Treatment Plant,Activated Sludge,ERR1076076;ERR1076078;ERR1076077;ERR1076074;ERR1076081;ERR1076073;ERR1076082;ERR1076079;ERR1076075;ERR1076080,MGYS00001391
ERS805486,MBR Sludge,SAMEA3498337,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977407,MGYS00001392
ERS805487,MBR Sludge,SAMEA3498338,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977409;ERR977408,MGYS00001392
ERS805488,MBR Sludge,SAMEA3498339,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977410,MGYS00001392
ERS805489,MBR Sludge,SAMEA3498340,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977423,MGYS00001392
ERS805490,MBR Sludge,SAMEA3498341,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977424,MGYS00001392
ERS805491,MBR Sludge,SAMEA3498342,MBR Sludge,57.05,9.8654,Denmark,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977425,MGYS00001392
ERS805492,ENR4_A,SAMEA3498343,ENR4_A,43.3792,43.7239,Russia,oil well,oil well,biofilm material,ERR977403,MGYS00001392
ERS805493,ENR4_E,SAMEA3498344,ENR4_E,43.3792,43.7239,Russia,oil well,oil well,biofilm material,ERR977404,MGYS00001392
ERS805494,ENR4_F,SAMEA3498345,ENR4_F,43.3792,43.7239,Russia,oil well,oil well,biofilm material,ERR977405,MGYS00001392
ERS805495,ENR6_N3,SAMEA3498346,ENR6_N3,43.3792,43.7239,Russia,oil well,oil well,biofilm material,ERR977406,MGYS00001392
ERS805496,Vetmed_Pskit,SAMEA3498347,Vetmed_Pskit,48.2549,16.4293,Austria,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977411;ERR977413;ERR977412,MGYS00001392
ERS805497,Vetmed_23,SAMEA3498348,Vetmed_23,48.2549,16.4293,Austria,wastewater treatment plant,wastewater treatment plant,activated sludge,ERR977415;ERR977416;ERR977414,MGYS00001392
ERS805498,GWW_HP_F1,SAMEA3498349,GWW_HP_F1,52.1489,10.5428,Germany,water well,water well,biofilm material,ERR977417;ERR977419;ERR977418,MGYS00001392
ERS805499,GWW_HP_D,SAMEA3498350,GWW_HP_D,52.1489,10.5428,Germany,water well,water well,biofilm material,ERR977421;ERR977420;ERR977422,MGYS00001392
ERS1545891,MP_reactors,SAMEA80832418,MP_reactors,50.9,4.7,Belgium,anaerobic reactor,mesophilic anaerobic reactor,wastewater,ERR1823510,MGYS00001453
ERS1545892,MP_reactors,SAMEA80833168,MP_reactors,50.9,4.7,Belgium,anaerobic reactor,mesophilic anaerobic reactor,wastewater,ERR1823511,MGYS00001453
ERS1545893,MP_reactors,SAMEA80833918,MP_reactors,50.9,4.7,Belgium,anaerobic reactor,mesophilic anaerobic reactor,wastewater,ERR1823512,MGYS00001453
ERS1572689,Black Water Project,SAMEA100930918,Black Water,,,Netherlands,,,,ERR1857181,MGYS00001566
ERS1572690,Black Water Project,SAMEA100931668,Black Water,,,Netherlands,,,,ERR1857182,MGYS00001566
ERS1572691,Black Water Project,SAMEA100932418,Black Water,,,Netherlands,,,,ERR1857183,MGYS00001566
ERS1572692,Black Water Project,SAMEA100933168,Black Water,,,Netherlands,,,,ERR1857184,MGYS00001566
ERS1572693,Black Water Project,SAMEA100933918,Black Water,,,Netherlands,,,,ERR1857185,MGYS00001566
ERS1572694,Black Water Project,SAMEA100934668,Black Water,,,Netherlands,,,,ERR1857186,MGYS00001566
ERS1572695,Black Water Project,SAMEA100935418,Black Water,,,Netherlands,,,,ERR1857187,MGYS00001566
ERS1572696,Black Water Project,SAMEA100936168,Black Water,,,Netherlands,,,,ERR1857188,MGYS00001566
ERS1572697,Black Water Project,SAMEA100936918,Black Water,,,Netherlands,,,,ERR1857189,MGYS00001566
ERS1572698,Black Water Project,SAMEA100937668,Sludge UASB,,,Netherlands,,,,ERR1857190,MGYS00001566
ERS1572699,Black Water Project,SAMEA100938418,Sludge UASB,,,Netherlands,,,,ERR1857191,MGYS00001566
ERS1572700,Black Water Project,SAMEA100939168,Sludge UASB,,,Netherlands,,,,ERR1857192,MGYS00001566
ERS1572701,Black Water Project,SAMEA100939918,Sludge UASB,,,Netherlands,,,,ERR1857193,MGYS00001566
ERS1572702,Black Water Project,SAMEA100940668,Sludge UASB,,,Netherlands,,,,ERR1857194,MGYS00001566
ERS1572703,Black Water Project,SAMEA100941418,Sludge UASB,,,Netherlands,,,,ERR1857195,MGYS00001566
ERS1572704,Black Water Project,SAMEA100942168,Sludge UASB,,,Netherlands,,,,ERR1857196,MGYS00001566
ERS1572705,Black Water Project,SAMEA100942918,Sludge UASB,,,Netherlands,,,,ERR1857197,MGYS00001566
ERS1572706,Black Water Project,SAMEA100943668,Sludge UASB,,,Netherlands,,,,ERR1857198,MGYS00001566
ERS1572707,Black Water Project,SAMEA100944418,Effluent UASB,,,Netherlands,,,,ERR1857199,MGYS00001566
ERS1572708,Black Water Project,SAMEA100945168,Effluent UASB,,,Netherlands,,,,ERR1857200,MGYS00001566
ERS1572709,Black Water Project,SAMEA100945918,Effluent UASB,,,Netherlands,,,,ERR1857201,MGYS00001566
ERS1572710,Black Water Project,SAMEA100946668,Effluent UASB,,,Netherlands,,,,ERR1857202,MGYS00001566
ERS1572711,Black Water Project,SAMEA100947418,Effluent UASB,,,Netherlands,,,,ERR1857203,MGYS00001566
ERS1572712,Black Water Project,SAMEA100948168,Effluent UASB,,,Netherlands,,,,ERR1857204,MGYS00001566
ERS1572713,Black Water Project,SAMEA100948918,Effluent UASB,,,Netherlands,,,,ERR1857205,MGYS00001566
ERS1572714,Black Water Project,SAMEA100949668,Effluent UASB,,,Netherlands,,,,ERR1857206,MGYS00001566
ERS1572715,Black Water Project,SAMEA100950418,Effluent UASB,,,Netherlands,,,,ERR1857207,MGYS00001566
ERS1572716,Black Water Project,SAMEA100951168,Effluent PBR,,,Netherlands,,,,ERR1857208,MGYS00001566
ERS1572717,Black Water Project,SAMEA100951918,Effluent PBR,,,Netherlands,,,,ERR1857209,MGYS00001566
ERS1572718,Black Water Project,SAMEA100952668,Effluent PBR,,,Netherlands,,,,ERR1857210,MGYS00001566
ERS1572719,Black Water Project,SAMEA100953418,Effluent PBR,,,Netherlands,,,,ERR1857211,MGYS00001566
ERS1572720,Black Water Project,SAMEA100954168,Effluent PBR,,,Netherlands,,,,ERR1857212,MGYS00001566
ERS1572721,Black Water Project,SAMEA100954918,Effluent PBR,,,Netherlands,,,,ERR1857213,MGYS00001566
ERS1572722,Black Water Project,SAMEA100955668,Effluent PBR,,,Netherlands,,,,ERR1857214,MGYS00001566
ERS1572723,Black Water Project,SAMEA100956418,Effluent PBR,,,Netherlands,,,,ERR1857215,MGYS00001566
ERS1572724,Black Water Project,SAMEA100957168,Effluent PBR,,,Netherlands,,,,ERR1857216,MGYS00001566
ERS1833119,b2forensics1,SAMEA104174101,wastewater sample collected on november 1st 2016,48.698,2.1795,France,,,,ERR2041951,MGYS00001903
ERS946133,AS95Spen15102014,SAMEA3638984,AS95Spen15102014,54.7149,-1.614,United Kingdom,Freshwater biome,Wastewater treatment plant,Sewage,ERR1101751,MGYS00000555
ERS1048982,AOBNOB1,SAMEA3861848,AOBNOB1,,,Australia,Wastewater,Activated Sludge,Reactor,ERR1233629,MGYS00000606
ERS1100423,sewage sludge soil,SAMEA3913289,sewage sludge soil,120.5,30.5,China,sewage sludge,sewage sludge,sewage sludge,ERR1341804,MGYS00000648
ERS1100422,sewage sludge soil,SAMEA3913288,sewage sludge soil,120.5,30.5,China,sewage sludge,sewage sludge,sewage sludge,ERR1341803,MGYS00000648
ERS1107870,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920736,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352952;ERR1352951,MGYS00000777
ERS1107871,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920737,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352953;ERR1352954,MGYS00000777
ERS1107872,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920738,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352955;ERR1352956,MGYS00000777
ERS1107873,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920739,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352957;ERR1352958,MGYS00000777
ERS1107874,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920740,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352959;ERR1352960,MGYS00000777
ERS1107875,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920741,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352962;ERR1352961,MGYS00000777
ERS1107846,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920712,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352903;ERR1352904,MGYS00000777
ERS1107847,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920713,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352906;ERR1352905,MGYS00000777
ERS1107848,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920714,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352907;ERR1352908,MGYS00000777
ERS1107849,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920715,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352909;ERR1352910,MGYS00000777
ERS1107860,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920726,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352932;ERR1352931,MGYS00000777
ERS1107861,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920727,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352934;ERR1352933,MGYS00000777
ERS1107862,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920728,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352935;ERR1352936,MGYS00000777
ERS1107863,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920729,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352937;ERR1352938,MGYS00000777
ERS1107864,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920730,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352940;ERR1352939,MGYS00000777
ERS1107865,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920731,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352942;ERR1352941,MGYS00000777
ERS1107866,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920732,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352944;ERR1352943,MGYS00000777
ERS1107867,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920733,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352946;ERR1352945,MGYS00000777
ERS1107850,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920716,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352911;ERR1352912,MGYS00000777
ERS1107851,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920717,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352914;ERR1352913,MGYS00000777
ERS1107858,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920724,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352928;ERR1352927,MGYS00000777
ERS1107859,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920725,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352929;ERR1352930,MGYS00000777
ERS1107868,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920734,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352948;ERR1352947,MGYS00000777
ERS1107869,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920735,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352949;ERR1352950,MGYS00000777
ERS1107852,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920718,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352915;ERR1352916,MGYS00000777
ERS1107853,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920719,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352918;ERR1352917,MGYS00000777
ERS1107854,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920720,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352920;ERR1352919,MGYS00000777
ERS1107855,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920721,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352922;ERR1352921,MGYS00000777
ERS1107856,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920722,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352924;ERR1352923,MGYS00000777
ERS1107857,Processed metagenomic and transcriptomic activated sludge samples,SAMEA3920723,Processed metagenomic and transcriptomic activated sludge samples,47.4048,8.6097,Switzerland,wastewater,wastewater treatment plant,activated sludge,ERR1352925;ERR1352926,MGYS00000777
ERS1162588,SWESTP59,SAMEA3991478,Uppsala-primary/surplus 201,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sludge,ERR1414267,MGYS00001110
ERS1162592,SWESTP63,SAMEA3991482,Kappala-primary 226,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,raw primary sludge,ERR1414271,MGYS00001110
ERS1162586,SWESTP57,SAMEA3991476,Uppsala-treated 169,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,surface water,ERR1414265,MGYS00001110
ERS1162530,Uppsala-primary/surplus 102,SAMEA3991420,Uppsala-primary/surplus 102,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sludge,ERR1414209,MGYS00001110
ERS1162531,Uppsala-primary/surplus 103,SAMEA3991421,Uppsala-primary/surplus 103,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sludge,ERR1414210,MGYS00001110
ERS1162532,Uppsala-primary/surplus 104,SAMEA3991422,Uppsala-primary/surplus 104,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,sludge,ERR1414211,MGYS00001110
ERS1162533,Uppsala-surplus 105,SAMEA3991423,Uppsala-surplus 105,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414212,MGYS00001110
ERS1162534,Uppsala-surplus 106,SAMEA3991424,Uppsala-surplus 106,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414213,MGYS00001110
ERS1162535,Uppsala-surplus 107,SAMEA3991425,Uppsala-surplus 107,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414214,MGYS00001110
ERS1162536,Uppsala-surplus 108,SAMEA3991426,Uppsala-surplus 108,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414215,MGYS00001110
ERS1162537,Uppsala-digested 109,SAMEA3991427,Uppsala-digested 109,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414216,MGYS00001110
ERS1162538,Uppsala-digested 110,SAMEA3991428,Uppsala-digested 110,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414217,MGYS00001110
ERS1162539,Uppsala-digested 111,SAMEA3991429,Uppsala-digested 111,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414218,MGYS00001110
ERS1162540,Uppsala-digested 112,SAMEA3991430,Uppsala-digested 112,59.8445,17.6598,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414219,MGYS00001110
ERS1162541,Kappala-digested 113,SAMEA3991431,Kappala-digested 113,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414220,MGYS00001110
ERS1162542,Kappala-digested 114,SAMEA3991432,Kappala-digested 114,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414221,MGYS00001110
ERS1162543,Kappala-digested 115,SAMEA3991433,Kappala-digested 115,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414222,MGYS00001110
ERS1162544,Kappala-kemikond 117,SAMEA3991434,Kappala-kemikond 117,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414223,MGYS00001110
ERS1162545,Kappala-kemikond 118,SAMEA3991435,Kappala-kemikond 118,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414224,MGYS00001110
ERS1162546,Kappala-kemikond 119,SAMEA3991436,Kappala-kemikond 119,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,biosolids,ERR1414225,MGYS00001110
ERS1162547,Kappala-surplus 121,SAMEA3991437,Kappala-surplus 121,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414226,MGYS00001110
ERS1162548,Kappala-surplus 122,SAMEA3991438,Kappala-surplus 122,59.3556,18.2271,Sweden,anthropogenic terrestrial biome,sewage plant,activated sludge,ERR1414227,MGYS00001110
