,study_id,Actinobacteria,Chloroflexi,Firmicutes,Gemmatimonadetes,Planctomycetes,Proteobacteria,Verrucomicrobia,Crenarchaeota,Euryarchaeota,Parvarchaeota,Acidobacteria,Aquificae,Armatimonadetes,Bacteroidetes,Caldiserica,Caldithrix,Chlamydiae,Chlorobi,Cyanobacteria,Deferribacteres,Elusimicrobia,Fibrobacteres,Fusobacteria,Lentisphaerae,Nitrospirae,Spirochaetes,Synergistetes,Tenericutes,Thermi,Thermotogae,Dictyoglomi,Poribacteria,Chrysiogenetes,Thaumarchaeota,Balneolaeota,Calditrichaeota,Ignavibacteriae,Kiritimatiellaeota,Nitrospinae,Thermodesulfobacteria,Annelida,Apicomplexa,Arthropoda,Ascomycota,Bacillariophyta,Basidiomycota,Brachiopoda,Chlorophyta,Chordata,Cryptomycota,Echinodermata,Euglenida,Haplosporidia,Mollusca,Mucoromycota,Nematoda,Phaeophyceae,Picozoa,Platyhelminthes,Rotifera,Streptophyta,Tardigrada,Zoopagomycota,Nanoarchaeota,Rhodothermaeota,Blastocladiomycota,Bryozoa,Chromerida,Chytridiomycota,Cnidaria,Colponemidia,Entoprocta,Entorrhizomycota,Eustigmatophyceae,Gastrotricha,Gnathostomulida,Hemichordata,Microsporidia,Pinguiophyceae,Placozoa,Porifera,Priapulida,Xanthophyceae,Xenacoelomorpha,Ciliophora,Euglenozoa,Coprothermobacterota,Cercozoa,Discosea,Endomyxa,Evosea,Fornicata,Haptista,Preaxostyla,Rhodophyta,Tubulinea
ERR1356697,MGYS00000823,2915,839,57410,121,474,642434,237,8,822,24,519,0,50,3193,8,5,4,103,170,0,2,41,53,2,988,576,2,17,75,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356700,MGYS00000823,332,202,417,51,77,3427,171,0,4,1,99,0,5,1297,0,0,8,37,19,0,2,1,24,1,64,535,2,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356705,MGYS00000823,1061,517,1800,60,185,168004,205,0,72,8,237,0,56,1890,1,4,6,50,64,0,1,5,24,0,606,431,4,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356734,MGYS00000823,882,62,537,23,83,6096,127,0,15,0,55,0,9,1541,0,1,2,40,4,0,1,0,28,1,64,193,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356739,MGYS00000823,625,228,23710,39,250,134619,56,0,28,0,148,0,13,1196,0,0,2,7,29,0,1,10,11,0,226,75,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356743,MGYS00000823,1125,322,81737,54,255,373011,231,0,37,3,245,0,12,1233,0,2,9,178,79,0,1,37,34,0,794,17,3,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356694,MGYS00000823,1173,557,934,88,220,8755,460,0,18,1,127,0,6,3509,0,0,11,25,38,0,0,2,11,4,44,582,6,20,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356698,MGYS00000823,688,779,375,15,52,3090,152,0,1,0,89,0,1,895,0,1,0,135,34,0,1,2,23,0,8,302,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356736,MGYS00000823,408,278,233,39,560,2374,178,0,1,0,191,0,28,1234,0,0,5,24,28,0,5,33,7,0,317,35,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356744,MGYS00000823,341,18,942,0,21,3852,34,0,3,0,9,0,4,1866,0,0,0,9,7,0,0,32,195,2,13,5,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356749,MGYS00000823,406,296,24539,27,148,183818,55,0,30,5,180,0,16,840,0,0,3,21,50,0,1,3,24,0,396,215,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356750,MGYS00000823,549,269,537,66,161,4143,131,2,9,0,124,0,9,1583,0,1,0,18,35,0,3,1,12,0,57,108,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356693,MGYS00000823,8851,6259,279879,313,1177,2046108,1592,33,2254,18,1558,0,172,11720,192,21,22,276,432,1,5,340,298,5,4514,2362,389,63,129,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356710,MGYS00000823,97,366,276,17,209,5127,49,0,2,0,8,0,73,1835,0,1,0,1287,5,0,0,5,0,1,0,22,4,76,106,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356712,MGYS00000823,296,130,22,6,427,2727,338,0,0,0,150,0,41,1257,0,0,4,56,17,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356716,MGYS00000823,483,398,195,54,244,2712,90,0,5,2,162,0,14,1068,0,0,11,26,35,0,0,0,8,1,56,210,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356752,MGYS00000823,299,201,335,39,151,3849,130,1,20,2,113,0,8,1363,0,0,10,27,41,0,2,1,0,0,45,98,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356714,MGYS00000823,386,118,92,115,631,3012,65,0,25,0,83,0,42,1025,0,0,9,145,9,0,0,0,0,0,0,10,1,10,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356719,MGYS00000823,382,40,612,17,91,156611,36,0,2,1,71,0,8,513,0,0,3,5,8,0,0,1,7,0,60,36,0,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356721,MGYS00000823,770,199,6308,68,159,410493,94,3,166,22,303,0,19,1163,2,1,9,31,84,0,4,6,19,0,715,83,7,6,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356723,MGYS00000823,881,395,6722,15,99,130994,102,0,11,1,102,0,3,1082,1,0,5,107,25,0,2,4,15,0,43,29,0,3,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356724,MGYS00000823,433,408,184,60,141,3300,177,0,1,3,264,0,10,1031,0,0,1,116,38,0,23,2,6,0,86,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356728,MGYS00000823,995,194,1098,183,672,9123,464,0,20,3,335,0,14,2874,2,1,49,112,94,1,2,6,5,0,82,446,3,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356727,MGYS00000823,849,63,40696,32,67,245440,139,0,47,0,144,0,3,1885,0,2,1,14,27,0,0,18,17,0,11,42,2,11,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356730,MGYS00000823,835,55,529,39,149,4917,147,0,0,0,162,0,6,1173,0,0,8,44,58,0,1,1,9,0,28,78,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356732,MGYS00000823,503,101,286,43,185,3378,163,0,14,1,111,0,35,768,0,0,4,34,20,0,6,1,1,0,73,115,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356761,MGYS00000823,973,44,37212,6,38,194954,47,0,7,0,51,0,13,1900,0,0,0,6,20,0,0,43,22,0,2,11,0,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356762,MGYS00000823,405,292,633,39,82,3627,132,0,8,1,64,0,6,1514,0,0,2,39,14,0,1,14,50,1,8,74,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356703,MGYS00000823,1109,134,1909,10,57,246840,68,1,47,3,144,0,5,809,0,0,5,10,1607,0,0,5,17,0,9,120,0,9,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356706,MGYS00000823,349,372,300,60,167,2943,111,0,3,1,195,0,12,870,0,0,6,29,30,0,3,0,16,0,86,202,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356740,MGYS00000823,751,166,430,101,194,3992,113,0,19,0,120,0,20,1389,6,1,3,33,47,0,3,0,8,0,66,230,1,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356755,MGYS00000823,1285,1010,7235,73,460,235826,277,0,33,1,532,0,59,3415,0,9,8,59,129,0,9,4,41,0,1717,245,2,8,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356757,MGYS00000823,1407,2522,66134,35,269,386829,590,29,1865,2,321,0,89,2187,194,11,4,35,62,0,0,103,24,4,139,1234,380,6,28,644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356759,MGYS00000823,2684,2220,113289,183,518,295352,580,2,127,3,806,0,34,4369,3,5,10,98,217,0,0,50,96,1,3915,537,7,18,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356709,MGYS00000823,1341,67,1439,10,48,239738,28,0,141,4,53,0,9,414,0,1,0,24,22,0,0,2,12,0,126,34,3,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1356746,MGYS00000823,1159,474,938,61,375,8380,264,0,17,0,154,0,10,3046,4,1,10,20,32,0,0,0,44,0,46,282,1,6,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414267,MGYS00001110,2498,413,10001,96,305,16916,166,0,43,1,358,0,33,5988,4,0,3,152,41,0,39,8,508,9,229,79,54,111,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414271,MGYS00001110,1456,93,18104,28,105,53360,66,0,44,0,61,0,25,14306,5,0,0,26,35,0,8,29,1510,7,11,95,40,83,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414265,MGYS00001110,902,234,600,39,108,10001,131,0,24,0,160,0,22,1223,0,0,30,50,107,0,14,16,30,17,28,30,28,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414209,MGYS00001110,2675,489,11437,98,319,21171,207,0,70,1,422,0,47,7263,6,2,3,157,37,0,44,2,597,9,313,100,42,131,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414210,MGYS00001110,1883,416,10705,77,268,22019,179,0,41,1,384,0,47,7635,0,1,2,152,66,1,30,11,611,9,254,110,40,126,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414211,MGYS00001110,1768,455,12717,80,277,25465,228,0,49,1,415,0,55,8946,5,2,1,111,92,0,37,14,608,7,230,128,57,109,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414212,MGYS00001110,2976,970,786,228,435,12680,310,0,16,2,711,0,83,5596,4,1,5,267,67,0,47,9,15,1,347,65,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414213,MGYS00001110,3429,1204,845,225,500,13711,337,0,21,3,884,0,114,6256,0,6,2,254,69,0,61,14,16,0,291,102,8,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414214,MGYS00001110,3262,948,726,243,474,12506,344,0,14,3,752,0,93,5625,2,6,3,265,60,0,37,7,11,1,249,83,3,21,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414215,MGYS00001110,2905,1273,1085,255,543,17000,377,0,16,6,982,0,90,7917,1,1,5,312,74,0,78,23,23,0,346,126,5,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414216,MGYS00001110,1030,4278,6086,32,185,4259,538,2,1303,14,260,0,155,4794,116,276,6,145,8,4,6,19,10,14,25,1141,461,124,2,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414217,MGYS00001110,1049,3542,5865,39,210,4353,455,3,1431,29,249,0,139,4219,89,272,4,145,10,1,7,24,11,21,25,1152,397,178,3,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414218,MGYS00001110,970,4048,5527,37,183,3979,509,5,1195,16,261,0,147,4648,88,254,5,145,8,0,7,20,16,14,31,1081,416,140,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414219,MGYS00001110,739,2542,4916,35,173,4211,468,7,926,23,152,0,81,3658,81,175,5,89,8,0,7,48,16,36,31,1310,280,467,5,158,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414220,MGYS00001110,1198,4989,6065,36,206,5060,600,5,1418,18,283,0,181,5277,149,338,5,183,13,0,15,29,22,11,36,1117,478,135,2,165,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414221,MGYS00001110,1261,2505,3604,77,431,5595,596,5,860,12,258,0,115,11950,30,151,1,119,15,0,3,10,4,48,120,1071,1537,153,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414222,MGYS00001110,1580,3664,4678,109,441,6690,744,9,974,15,263,0,146,11958,59,169,3,134,22,1,4,9,0,61,161,1356,2186,141,6,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414223,MGYS00001110,428,3920,3742,50,305,4198,500,42,799,20,149,0,52,13044,62,68,3,128,18,0,6,7,2,66,129,1937,1370,605,8,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414224,MGYS00001110,445,3078,3235,35,213,3642,480,37,644,29,127,0,52,10663,45,55,3,139,12,0,1,33,5,46,124,1658,1258,482,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414225,MGYS00001110,548,2440,5662,42,210,9918,465,25,551,16,133,0,44,10777,28,48,1,97,8,0,2,16,226,50,111,936,906,278,3,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414226,MGYS00001110,1395,789,2006,175,423,22848,574,0,20,1,1252,0,71,7287,2,6,16,159,60,0,31,8,38,0,629,216,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414227,MGYS00001110,2173,834,1750,150,502,17248,522,0,7,1,1147,0,47,6765,0,3,11,203,57,0,33,2,38,1,646,150,3,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414228,MGYS00001110,2791,876,1740,220,547,18239,539,0,14,1,1291,0,63,7111,0,6,13,214,62,0,29,6,38,2,870,187,6,24,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414229,MGYS00001110,2041,1024,2230,186,526,22114,626,0,29,0,1464,0,64,8240,0,5,17,258,62,0,30,3,55,0,676,236,7,34,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414230,MGYS00001110,1795,633,1053,101,315,9869,227,0,15,1,1266,0,65,4193,1,2,11,144,23,0,17,0,10,5,166,89,2,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ERR1414231,MGYS00001110,3426,1166,2178,154,709,18496,475,0,53,1,2525,0,101,7315,2,4,24,316,48,1,57,4,29,2,376,210,5,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
